2026-01-17 11:12:24,731 | groundzero | INFO | __init__.py:137 | Loaded 0 user profiles
2026-01-17 18:58:02,420 | groundzero | INFO | groundzero.py:111 | Memory system initialized
2026-01-17 18:58:02,421 | groundzero | INFO | groundzero.py:116 | Web search initialized
2026-01-17 18:58:02,421 | groundzero | INFO | groundzero.py:126 | Reasoning engine initialized
2026-01-17 18:58:02,423 | groundzero | INFO | groundzero.py:142 | Continuous learning initialized
2026-01-17 18:58:02,426 | groundzero | INFO | manager.py:85 | Tools Manager initialized (workspace: C:\Users\Nevin\OneDrive - Eyona\Code\ML\GroundZero\data\workspace)
2026-01-17 18:58:02,426 | groundzero | INFO | groundzero.py:149 | Tools initialized (code execution, documents, files)
2026-01-17 18:58:02,427 | groundzero | INFO | groundzero.py:80 | [OK] GroundZero AI initialized!
2026-01-17 19:57:20,686 | groundzero | INFO | groundzero.py:69 | Initializing GroundZero AI...
2026-01-17 19:57:20,702 | groundzero | INFO | __init__.py:102 | Loaded model state: GroundZero-AI v1.0.0
2026-01-17 19:57:20,703 | groundzero | INFO | __init__.py:218 | Loading GroundZero-AI...
2026-01-17 19:57:27,136 | groundzero | INFO | __init__.py:229 | Using device: cuda
2026-01-17 19:57:37,867 | groundzero | INFO | __init__.py:249 | [OK] GroundZero-AI loaded successfully
2026-01-17 19:57:38,000 | groundzero | INFO | __init__.py:187 | Loaded knowledge graph: 1 nodes, 0 edges
2026-01-17 19:57:38,002 | groundzero | INFO | groundzero.py:105 | Knowledge graph: 1 nodes
2026-01-17 19:57:38,039 | groundzero | INFO | __init__.py:137 | Loaded 2 user profiles
2026-01-17 19:57:38,041 | groundzero | INFO | __init__.py:232 | Loaded 0 conversations
2026-01-17 19:57:38,041 | groundzero | INFO | groundzero.py:111 | Memory system initialized
2026-01-17 19:57:38,042 | groundzero | INFO | groundzero.py:116 | Web search initialized
2026-01-17 19:57:38,042 | groundzero | INFO | groundzero.py:126 | Reasoning engine initialized
2026-01-17 19:57:38,058 | groundzero | INFO | groundzero.py:142 | Continuous learning initialized
2026-01-17 19:57:38,061 | groundzero | INFO | manager.py:85 | Tools Manager initialized (workspace: C:\Users\Nevin\OneDrive - Eyona\Code\ML\GroundZero\data\workspace)
2026-01-17 19:57:38,062 | groundzero | INFO | groundzero.py:149 | Tools initialized (code execution, documents, files)
2026-01-17 19:57:38,062 | groundzero | INFO | groundzero.py:80 | [OK] GroundZero AI initialized!
2026-01-17 19:57:38,294 | groundzero | INFO | __init__.py:469 | Starting GroundZero Dashboard at http://0.0.0.0:8080
2026-01-17 20:18:30,298 | groundzero | INFO | groundzero.py:69 | Initializing GroundZero AI...
2026-01-17 20:18:30,302 | groundzero | INFO | __init__.py:102 | Loaded model state: GroundZero-AI v1.0.0
2026-01-17 20:18:30,303 | groundzero | INFO | __init__.py:218 | Loading GroundZero-AI...
2026-01-17 20:18:36,316 | groundzero | INFO | __init__.py:229 | Using device: cuda
2026-01-17 20:18:47,009 | groundzero | INFO | __init__.py:249 | [OK] GroundZero-AI loaded successfully
2026-01-17 20:18:47,039 | groundzero | INFO | __init__.py:187 | Loaded knowledge graph: 1 nodes, 0 edges
2026-01-17 20:18:47,054 | groundzero | INFO | groundzero.py:105 | Knowledge graph: 1 nodes
2026-01-17 20:18:47,080 | groundzero | INFO | __init__.py:137 | Loaded 2 user profiles
2026-01-17 20:18:47,082 | groundzero | INFO | __init__.py:232 | Loaded 0 conversations
2026-01-17 20:18:47,085 | groundzero | INFO | groundzero.py:111 | Memory system initialized
2026-01-17 20:18:47,088 | groundzero | INFO | groundzero.py:116 | Web search initialized
2026-01-17 20:18:47,091 | groundzero | INFO | groundzero.py:126 | Reasoning engine initialized
2026-01-17 20:18:47,097 | groundzero | INFO | groundzero.py:142 | Continuous learning initialized
2026-01-17 20:18:47,117 | groundzero | INFO | manager.py:85 | Tools Manager initialized (workspace: C:\Users\Nevin\OneDrive - Eyona\Code\ML\GroundZero\data\workspace)
2026-01-17 20:18:47,117 | groundzero | INFO | groundzero.py:149 | Tools initialized (code execution, documents, files)
2026-01-17 20:18:47,118 | groundzero | INFO | groundzero.py:80 | [OK] GroundZero AI initialized!
2026-01-17 20:44:06,073 | groundzero | INFO | groundzero.py:69 | Initializing GroundZero AI...
2026-01-17 20:44:06,075 | groundzero | INFO | __init__.py:102 | Loaded model state: GroundZero-AI v1.0.0
2026-01-17 20:44:06,076 | groundzero | INFO | __init__.py:218 | Loading GroundZero-AI...
2026-01-17 20:44:12,426 | groundzero | INFO | __init__.py:229 | Using device: cuda
2026-01-17 20:44:15,546 | groundzero | INFO | __init__.py:249 | [OK] GroundZero-AI loaded successfully
2026-01-17 20:44:15,548 | groundzero | INFO | __init__.py:187 | Loaded knowledge graph: 1 nodes, 0 edges
2026-01-17 20:44:15,549 | groundzero | INFO | groundzero.py:105 | Knowledge graph: 1 nodes
2026-01-17 20:44:15,552 | groundzero | INFO | __init__.py:137 | Loaded 2 user profiles
2026-01-17 20:44:15,553 | groundzero | INFO | __init__.py:232 | Loaded 0 conversations
2026-01-17 20:44:15,554 | groundzero | INFO | groundzero.py:111 | Memory system initialized
2026-01-17 20:44:15,554 | groundzero | INFO | groundzero.py:116 | Web search initialized
2026-01-17 20:44:15,554 | groundzero | INFO | groundzero.py:126 | Reasoning engine initialized
2026-01-17 20:44:15,555 | groundzero | INFO | groundzero.py:142 | Continuous learning initialized
2026-01-17 20:44:15,556 | groundzero | INFO | manager.py:85 | Tools Manager initialized (workspace: C:\Users\Nevin\OneDrive - Eyona\Code\ML\GroundZero\data\workspace)
2026-01-17 20:44:15,556 | groundzero | INFO | groundzero.py:149 | Tools initialized (code execution, documents, files)
2026-01-17 20:44:15,556 | groundzero | INFO | groundzero.py:80 | [OK] GroundZero AI initialized!
2026-01-17 20:44:15,673 | groundzero | INFO | __init__.py:469 | Starting GroundZero Dashboard at http://0.0.0.0:8080
2026-01-17 20:50:11,052 | groundzero | INFO | groundzero.py:69 | Initializing GroundZero AI...
2026-01-17 20:50:11,053 | groundzero | INFO | __init__.py:102 | Loaded model state: GroundZero-AI v1.0.0
2026-01-17 20:50:11,054 | groundzero | INFO | __init__.py:218 | Loading GroundZero-AI...
2026-01-17 20:50:15,997 | groundzero | INFO | __init__.py:229 | Using device: cuda
2026-01-17 20:50:18,827 | groundzero | INFO | __init__.py:249 | [OK] GroundZero-AI loaded successfully
2026-01-17 20:50:18,828 | groundzero | INFO | __init__.py:187 | Loaded knowledge graph: 1 nodes, 0 edges
2026-01-17 20:50:18,829 | groundzero | INFO | groundzero.py:105 | Knowledge graph: 1 nodes
2026-01-17 20:50:18,852 | groundzero | INFO | __init__.py:137 | Loaded 2 user profiles
2026-01-17 20:50:18,853 | groundzero | INFO | __init__.py:232 | Loaded 0 conversations
2026-01-17 20:50:18,854 | groundzero | INFO | groundzero.py:111 | Memory system initialized
2026-01-17 20:50:18,854 | groundzero | INFO | groundzero.py:116 | Web search initialized
2026-01-17 20:50:18,854 | groundzero | INFO | groundzero.py:126 | Reasoning engine initialized
2026-01-17 20:50:18,870 | groundzero | INFO | groundzero.py:142 | Continuous learning initialized
2026-01-17 20:50:18,872 | groundzero | INFO | manager.py:85 | Tools Manager initialized (workspace: C:\Users\Nevin\OneDrive - Eyona\Code\ML\GroundZero\data\workspace)
2026-01-17 20:50:18,872 | groundzero | INFO | groundzero.py:149 | Tools initialized (code execution, documents, files)
2026-01-17 20:50:18,872 | groundzero | INFO | groundzero.py:80 | [OK] GroundZero AI initialized!
2026-01-17 20:50:19,000 | groundzero | INFO | __init__.py:471 | Starting GroundZero Dashboard at http://0.0.0.0:8080
2026-01-17 20:53:25,501 | groundzero | INFO | __init__.py:102 | Loaded model state: GroundZero-AI v1.0.0
2026-01-17 20:53:25,502 | groundzero | INFO | __init__.py:218 | Loading GroundZero-AI...
2026-01-17 20:53:29,423 | groundzero | INFO | __init__.py:229 | Using device: cuda
2026-01-17 20:53:32,202 | groundzero | INFO | __init__.py:249 | [OK] GroundZero-AI loaded successfully
2026-01-17 20:57:48,225 | groundzero | INFO | groundzero.py:69 | Initializing GroundZero AI...
2026-01-17 20:57:48,227 | groundzero | INFO | __init__.py:102 | Loaded model state: GroundZero-AI v1.0.0
2026-01-17 20:57:48,228 | groundzero | INFO | __init__.py:218 | Loading GroundZero-AI...
2026-01-17 20:57:55,365 | groundzero | INFO | __init__.py:229 | Using device: cuda
2026-01-17 20:57:58,382 | groundzero | INFO | __init__.py:249 | [OK] GroundZero-AI loaded successfully
2026-01-17 20:57:58,385 | groundzero | INFO | __init__.py:187 | Loaded knowledge graph: 1 nodes, 0 edges
2026-01-17 20:57:58,387 | groundzero | INFO | groundzero.py:105 | Knowledge graph: 1 nodes
2026-01-17 20:57:58,402 | groundzero | INFO | __init__.py:137 | Loaded 2 user profiles
2026-01-17 20:57:58,404 | groundzero | INFO | __init__.py:232 | Loaded 0 conversations
2026-01-17 20:57:58,404 | groundzero | INFO | groundzero.py:111 | Memory system initialized
2026-01-17 20:57:58,405 | groundzero | INFO | groundzero.py:116 | Web search initialized
2026-01-17 20:57:58,405 | groundzero | INFO | groundzero.py:126 | Reasoning engine initialized
2026-01-17 20:57:58,414 | groundzero | INFO | groundzero.py:142 | Continuous learning initialized
2026-01-17 20:57:58,416 | groundzero | INFO | manager.py:85 | Tools Manager initialized (workspace: C:\Users\Nevin\OneDrive - Eyona\Code\ML\GroundZero\data\workspace)
2026-01-17 20:57:58,416 | groundzero | INFO | groundzero.py:149 | Tools initialized (code execution, documents, files)
2026-01-17 20:57:58,416 | groundzero | INFO | groundzero.py:80 | [OK] GroundZero AI initialized!
2026-01-17 20:57:58,497 | groundzero | INFO | __init__.py:471 | Starting GroundZero Dashboard at http://0.0.0.0:8080
2026-01-17 21:02:27,391 | groundzero | INFO | groundzero.py:69 | Initializing GroundZero AI...
2026-01-17 21:02:27,393 | groundzero | INFO | __init__.py:102 | Loaded model state: GroundZero-AI v1.0.0
2026-01-17 21:02:27,393 | groundzero | INFO | __init__.py:218 | Loading GroundZero-AI...
2026-01-17 21:02:33,298 | groundzero | INFO | __init__.py:229 | Using device: cuda
2026-01-17 21:02:35,710 | groundzero | INFO | __init__.py:249 | [OK] GroundZero-AI loaded successfully
2026-01-17 21:02:35,711 | groundzero | INFO | __init__.py:187 | Loaded knowledge graph: 1 nodes, 0 edges
2026-01-17 21:02:35,712 | groundzero | INFO | groundzero.py:105 | Knowledge graph: 1 nodes
2026-01-17 21:02:35,732 | groundzero | INFO | __init__.py:137 | Loaded 2 user profiles
2026-01-17 21:02:35,733 | groundzero | INFO | __init__.py:232 | Loaded 0 conversations
2026-01-17 21:02:35,733 | groundzero | INFO | groundzero.py:111 | Memory system initialized
2026-01-17 21:02:35,733 | groundzero | INFO | groundzero.py:116 | Web search initialized
2026-01-17 21:02:35,734 | groundzero | INFO | groundzero.py:126 | Reasoning engine initialized
2026-01-17 21:02:35,746 | groundzero | INFO | groundzero.py:142 | Continuous learning initialized
2026-01-17 21:02:35,748 | groundzero | INFO | manager.py:85 | Tools Manager initialized (workspace: C:\Users\Nevin\OneDrive - Eyona\Code\ML\GroundZero\data\workspace)
2026-01-17 21:02:35,749 | groundzero | INFO | groundzero.py:149 | Tools initialized (code execution, documents, files)
2026-01-17 21:02:35,749 | groundzero | INFO | groundzero.py:80 | [OK] GroundZero AI initialized!
2026-01-17 21:02:35,831 | groundzero | INFO | __init__.py:471 | Starting GroundZero Dashboard at http://0.0.0.0:8080
2026-01-17 21:05:04,549 | groundzero | INFO | __init__.py:102 | Loaded model state: GroundZero-AI v1.0.0
2026-01-17 21:05:04,549 | groundzero | INFO | __init__.py:218 | Loading GroundZero-AI...
2026-01-17 21:05:08,535 | groundzero | INFO | __init__.py:229 | Using device: cuda
2026-01-17 21:05:10,962 | groundzero | INFO | __init__.py:249 | [OK] GroundZero-AI loaded successfully
2026-01-17 21:07:21,173 | groundzero | INFO | groundzero.py:69 | Initializing GroundZero AI...
2026-01-17 21:07:21,175 | groundzero | INFO | __init__.py:102 | Loaded model state: GroundZero-AI v1.0.0
2026-01-17 21:07:21,175 | groundzero | INFO | __init__.py:218 | Loading GroundZero-AI...
2026-01-17 21:07:25,872 | groundzero | INFO | __init__.py:229 | Using device: cuda
2026-01-17 21:07:28,044 | groundzero | INFO | __init__.py:249 | [OK] GroundZero-AI loaded successfully
2026-01-17 21:07:28,047 | groundzero | INFO | __init__.py:187 | Loaded knowledge graph: 1 nodes, 0 edges
2026-01-17 21:07:28,048 | groundzero | INFO | groundzero.py:105 | Knowledge graph: 1 nodes
2026-01-17 21:07:28,063 | groundzero | INFO | __init__.py:137 | Loaded 2 user profiles
2026-01-17 21:07:28,064 | groundzero | INFO | __init__.py:232 | Loaded 0 conversations
2026-01-17 21:07:28,064 | groundzero | INFO | groundzero.py:111 | Memory system initialized
2026-01-17 21:07:28,065 | groundzero | INFO | groundzero.py:116 | Web search initialized
2026-01-17 21:07:28,065 | groundzero | INFO | groundzero.py:126 | Reasoning engine initialized
2026-01-17 21:07:28,079 | groundzero | INFO | groundzero.py:142 | Continuous learning initialized
2026-01-17 21:07:28,081 | groundzero | INFO | manager.py:85 | Tools Manager initialized (workspace: C:\Users\Nevin\OneDrive - Eyona\Code\ML\GroundZero\data\workspace)
2026-01-17 21:07:28,081 | groundzero | INFO | groundzero.py:149 | Tools initialized (code execution, documents, files)
2026-01-17 21:07:28,081 | groundzero | INFO | groundzero.py:80 | [OK] GroundZero AI initialized!
2026-01-17 21:07:28,160 | groundzero | INFO | __init__.py:471 | Starting GroundZero Dashboard at http://0.0.0.0:8080
2026-01-17 21:12:59,192 | groundzero | INFO | groundzero.py:69 | Initializing GroundZero AI...
2026-01-17 21:12:59,193 | groundzero | INFO | __init__.py:102 | Loaded model state: GroundZero-AI v1.0.0
2026-01-17 21:12:59,194 | groundzero | INFO | __init__.py:218 | Loading GroundZero-AI...
2026-01-17 21:13:05,346 | groundzero | INFO | __init__.py:229 | Using device: cuda
2026-01-17 21:13:08,156 | groundzero | INFO | __init__.py:249 | [OK] GroundZero-AI loaded successfully
2026-01-17 21:13:08,157 | groundzero | INFO | __init__.py:187 | Loaded knowledge graph: 1 nodes, 0 edges
2026-01-17 21:13:08,159 | groundzero | INFO | groundzero.py:105 | Knowledge graph: 1 nodes
2026-01-17 21:13:08,177 | groundzero | INFO | __init__.py:137 | Loaded 2 user profiles
2026-01-17 21:13:08,177 | groundzero | INFO | __init__.py:232 | Loaded 0 conversations
2026-01-17 21:13:08,178 | groundzero | INFO | groundzero.py:111 | Memory system initialized
2026-01-17 21:13:08,179 | groundzero | INFO | groundzero.py:116 | Web search initialized
2026-01-17 21:13:08,179 | groundzero | INFO | groundzero.py:126 | Reasoning engine initialized
2026-01-17 21:13:08,194 | groundzero | INFO | groundzero.py:142 | Continuous learning initialized
2026-01-17 21:13:08,195 | groundzero | INFO | manager.py:85 | Tools Manager initialized (workspace: C:\Users\Nevin\OneDrive - Eyona\Code\ML\GroundZero\data\workspace)
2026-01-17 21:13:08,195 | groundzero | INFO | groundzero.py:149 | Tools initialized (code execution, documents, files)
2026-01-17 21:13:08,196 | groundzero | INFO | groundzero.py:80 | [OK] GroundZero AI initialized!
2026-01-17 21:13:08,270 | groundzero | INFO | __init__.py:471 | Starting GroundZero Dashboard at http://0.0.0.0:8080
2026-01-17 21:19:03,053 | groundzero | INFO | groundzero.py:69 | Initializing GroundZero AI...
2026-01-17 21:19:03,054 | groundzero | INFO | __init__.py:102 | Loaded model state: GroundZero-AI v1.0.0
2026-01-17 21:19:03,054 | groundzero | INFO | __init__.py:218 | Loading GroundZero-AI...
2026-01-17 21:19:08,311 | groundzero | INFO | __init__.py:229 | Using device: cuda
2026-01-17 21:19:11,579 | groundzero | INFO | __init__.py:249 | [OK] GroundZero-AI loaded successfully
2026-01-17 21:19:11,580 | groundzero | INFO | __init__.py:187 | Loaded knowledge graph: 1 nodes, 0 edges
2026-01-17 21:19:11,583 | groundzero | INFO | groundzero.py:105 | Knowledge graph: 1 nodes
2026-01-17 21:19:11,601 | groundzero | INFO | __init__.py:137 | Loaded 2 user profiles
2026-01-17 21:19:11,602 | groundzero | INFO | __init__.py:232 | Loaded 0 conversations
2026-01-17 21:19:11,603 | groundzero | INFO | groundzero.py:111 | Memory system initialized
2026-01-17 21:19:11,603 | groundzero | INFO | groundzero.py:116 | Web search initialized
2026-01-17 21:19:11,603 | groundzero | INFO | groundzero.py:126 | Reasoning engine initialized
2026-01-17 21:19:11,619 | groundzero | INFO | groundzero.py:142 | Continuous learning initialized
2026-01-17 21:19:11,620 | groundzero | INFO | manager.py:85 | Tools Manager initialized (workspace: C:\Users\Nevin\OneDrive - Eyona\Code\ML\GroundZero\data\workspace)
2026-01-17 21:19:11,620 | groundzero | INFO | groundzero.py:149 | Tools initialized (code execution, documents, files)
2026-01-17 21:19:11,621 | groundzero | INFO | groundzero.py:80 | [OK] GroundZero AI initialized!
2026-01-17 21:19:11,705 | groundzero | INFO | __init__.py:471 | Starting GroundZero Dashboard at http://0.0.0.0:8080
2026-01-17 21:19:51,172 | groundzero | INFO | groundzero.py:313 | Feedback recorded: 5/5
2026-01-17 21:21:52,584 | groundzero | INFO | documents.py:664 | Processed document: test_sales_data_20260117_212152.csv (157 words, 1 chunks)
2026-01-17 21:22:40,345 | groundzero | INFO | documents.py:664 | Processed document: test_sales_data_20260117_212240.csv (157 words, 1 chunks)
2026-01-17 21:35:54,922 | groundzero | INFO | groundzero.py:313 | Feedback recorded: 1/5
2026-01-17 21:39:01,440 | groundzero | INFO | documents.py:664 | Processed document: find_stores_20260117_213901.py (164 words, 3 chunks)
2026-01-17 21:39:31,140 | groundzero | INFO | documents.py:664 | Processed document: test_sales_data_20260117_213931.csv (157 words, 1 chunks)
2026-01-17 21:57:03,190 | groundzero | INFO | groundzero.py:69 | Initializing GroundZero AI...
2026-01-17 21:57:03,191 | groundzero | INFO | __init__.py:102 | Loaded model state: GroundZero-AI v1.0.0
2026-01-17 21:57:03,192 | groundzero | INFO | __init__.py:218 | Loading GroundZero-AI...
2026-01-17 21:57:08,883 | groundzero | INFO | __init__.py:229 | Using device: cuda
2026-01-17 21:57:12,551 | groundzero | INFO | __init__.py:249 | [OK] GroundZero-AI loaded successfully
2026-01-17 21:57:12,553 | groundzero | INFO | __init__.py:187 | Loaded knowledge graph: 1 nodes, 0 edges
2026-01-17 21:57:12,554 | groundzero | INFO | groundzero.py:105 | Knowledge graph: 1 nodes
2026-01-17 21:57:12,570 | groundzero | INFO | __init__.py:137 | Loaded 2 user profiles
2026-01-17 21:57:12,571 | groundzero | INFO | __init__.py:232 | Loaded 0 conversations
2026-01-17 21:57:12,572 | groundzero | INFO | groundzero.py:111 | Memory system initialized
2026-01-17 21:57:12,572 | groundzero | INFO | groundzero.py:116 | Web search initialized
2026-01-17 21:57:12,572 | groundzero | INFO | groundzero.py:126 | Reasoning engine initialized
2026-01-17 21:57:12,584 | groundzero | INFO | groundzero.py:142 | Continuous learning initialized
2026-01-17 21:57:12,598 | groundzero | INFO | manager.py:85 | Tools Manager initialized (workspace: C:\Users\Nevin\OneDrive - Eyona\Code\ML\GroundZero\data\workspace)
2026-01-17 21:57:12,599 | groundzero | INFO | groundzero.py:149 | Tools initialized (code execution, documents, files)
2026-01-17 21:57:12,599 | groundzero | INFO | groundzero.py:80 | [OK] GroundZero AI initialized!
2026-01-17 21:57:12,710 | groundzero | INFO | __init__.py:574 | Starting GroundZero Dashboard at http://0.0.0.0:8080
2026-01-17 21:57:21,818 | groundzero | INFO | documents.py:664 | Processed document: find_stores_20260117_215721.py (164 words, 3 chunks)
2026-01-17 21:57:24,288 | groundzero | ERROR | __init__.py:176 | Chat error: GroundZeroAI.chat() got an unexpected keyword argument 'conversation_id'
2026-01-17 22:04:03,789 | groundzero | INFO | groundzero.py:71 | Initializing GroundZero AI...
2026-01-17 22:04:03,790 | groundzero | INFO | __init__.py:102 | Loaded model state: GroundZero-AI v1.0.0
2026-01-17 22:04:03,790 | groundzero | INFO | __init__.py:218 | Loading GroundZero-AI...
2026-01-17 22:04:08,458 | groundzero | INFO | __init__.py:229 | Using device: cuda
2026-01-17 22:04:10,600 | groundzero | INFO | __init__.py:249 | [OK] GroundZero-AI loaded successfully
2026-01-17 22:04:10,601 | groundzero | INFO | __init__.py:187 | Loaded knowledge graph: 1 nodes, 0 edges
2026-01-17 22:04:10,602 | groundzero | INFO | groundzero.py:107 | Knowledge graph: 1 nodes
2026-01-17 22:04:10,603 | groundzero | INFO | __init__.py:137 | Loaded 2 user profiles
2026-01-17 22:04:10,603 | groundzero | INFO | __init__.py:232 | Loaded 0 conversations
2026-01-17 22:04:10,603 | groundzero | INFO | groundzero.py:113 | Memory system initialized
2026-01-17 22:04:10,604 | groundzero | INFO | groundzero.py:118 | Web search initialized
2026-01-17 22:04:10,604 | groundzero | INFO | groundzero.py:128 | Reasoning engine initialized
2026-01-17 22:04:10,605 | groundzero | INFO | groundzero.py:144 | Continuous learning initialized
2026-01-17 22:04:10,625 | groundzero | INFO | manager.py:85 | Tools Manager initialized (workspace: C:\Users\Nevin\OneDrive - Eyona\Code\ML\GroundZero\data\workspace)
2026-01-17 22:04:10,626 | groundzero | INFO | groundzero.py:151 | Tools initialized (code execution, documents, files)
2026-01-17 22:04:10,626 | groundzero | INFO | groundzero.py:82 | [OK] GroundZero AI initialized!
2026-01-17 22:04:10,705 | groundzero | INFO | __init__.py:574 | Starting GroundZero Dashboard at http://0.0.0.0:8080
2026-01-17 22:04:19,662 | groundzero | INFO | documents.py:664 | Processed document: test_sales_data_20260117_220419.csv (157 words, 1 chunks)
2026-01-17 22:04:39,412 | groundzero | ERROR | __init__.py:176 | Chat error: 'tuple' object has no attribute 'get'
2026-01-17 22:06:59,874 | groundzero | INFO | groundzero.py:71 | Initializing GroundZero AI...
2026-01-17 22:06:59,875 | groundzero | INFO | __init__.py:102 | Loaded model state: GroundZero-AI v1.0.0
2026-01-17 22:06:59,875 | groundzero | INFO | __init__.py:218 | Loading GroundZero-AI...
2026-01-17 22:07:04,642 | groundzero | INFO | __init__.py:229 | Using device: cuda
2026-01-17 22:07:06,878 | groundzero | INFO | __init__.py:249 | [OK] GroundZero-AI loaded successfully
2026-01-17 22:07:06,879 | groundzero | INFO | __init__.py:187 | Loaded knowledge graph: 1 nodes, 0 edges
2026-01-17 22:07:06,881 | groundzero | INFO | groundzero.py:107 | Knowledge graph: 1 nodes
2026-01-17 22:07:06,897 | groundzero | INFO | __init__.py:137 | Loaded 2 user profiles
2026-01-17 22:07:06,898 | groundzero | INFO | __init__.py:232 | Loaded 0 conversations
2026-01-17 22:07:06,898 | groundzero | INFO | groundzero.py:113 | Memory system initialized
2026-01-17 22:07:06,899 | groundzero | INFO | groundzero.py:118 | Web search initialized
2026-01-17 22:07:06,899 | groundzero | INFO | groundzero.py:128 | Reasoning engine initialized
2026-01-17 22:07:06,911 | groundzero | INFO | groundzero.py:144 | Continuous learning initialized
2026-01-17 22:07:06,924 | groundzero | INFO | manager.py:85 | Tools Manager initialized (workspace: C:\Users\Nevin\OneDrive - Eyona\Code\ML\GroundZero\data\workspace)
2026-01-17 22:07:06,925 | groundzero | INFO | groundzero.py:151 | Tools initialized (code execution, documents, files)
2026-01-17 22:07:06,925 | groundzero | INFO | groundzero.py:82 | [OK] GroundZero AI initialized!
2026-01-17 22:07:06,990 | groundzero | INFO | __init__.py:582 | Starting GroundZero Dashboard at http://0.0.0.0:8080
2026-01-17 22:07:13,807 | groundzero | INFO | documents.py:664 | Processed document: test_sales_data_20260117_220713.csv (157 words, 1 chunks)
2026-01-17 22:08:26,388 | groundzero | INFO | documents.py:664 | Processed document: test_sales_data_20260117_220826.csv (157 words, 1 chunks)
2026-01-17 22:08:31,727 | groundzero | INFO | documents.py:664 | Processed document: test_sales_data_20260117_220826.csv (157 words, 1 chunks)
2026-01-17 22:08:31,736 | groundzero | INFO | documents.py:664 | Processed document: test_sales_data_20260117_220713.csv (157 words, 1 chunks)
2026-01-17 22:08:31,744 | groundzero | INFO | documents.py:664 | Processed document: test_sales_data_20260117_220419.csv (157 words, 1 chunks)
2026-01-17 22:08:31,751 | groundzero | INFO | documents.py:664 | Processed document: test_sales_data_20260117_213931.csv (157 words, 1 chunks)
2026-01-17 22:08:31,757 | groundzero | INFO | documents.py:664 | Processed document: test_sales_data_20260117_212240.csv (157 words, 1 chunks)
2026-01-17 22:08:31,764 | groundzero | INFO | documents.py:664 | Processed document: test_sales_data_20260117_212152.csv (157 words, 1 chunks)
2026-01-17 22:08:31,772 | groundzero | INFO | documents.py:664 | Processed document: test_sales_data_20260117_220826.csv (157 words, 1 chunks)
2026-01-17 22:08:31,778 | groundzero | INFO | documents.py:664 | Processed document: test_sales_data_20260117_220713.csv (157 words, 1 chunks)
2026-01-17 22:08:31,785 | groundzero | INFO | documents.py:664 | Processed document: test_sales_data_20260117_220419.csv (157 words, 1 chunks)
2026-01-17 22:08:31,791 | groundzero | INFO | documents.py:664 | Processed document: test_sales_data_20260117_213931.csv (157 words, 1 chunks)
